sampleID,PD,SR,faithpd_avg,branch_length_avg,Faith_sd,branch_sd
E1.11.Psa.cont.1.20140730.T,4.351491399,36,9.928330902,87.33333333,7.484458132,54.74027052
E1.11.Psa.digi.1.20140807.M,18.37002341,133,9.928330902,87.33333333,7.484458132,54.74027052
E1.11.Psa.digi.1.20140807.S,25.91291328,234,9.928330902,87.33333333,7.484458132,54.74027052
E1.11.Psa.digi.1.20140807.T,10.82577408,71,9.928330902,87.33333333,7.484458132,54.74027052
E1.14.Phy.lich.1.20140801.S,25.4606994,183,9.928330902,87.33333333,7.484458132,54.74027052
E1.14.Phy.lich.1.20140811.M,2.139538776,23,9.928330902,87.33333333,7.484458132,54.74027052
E1.14.Phy.lich.1.20140811.S,30.9616575,273,9.928330902,87.33333333,7.484458132,54.74027052
E1.14.Phy.lich.1.20140811.T,4.346981694,57,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140726.M,9.691680109,58,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140726.S,18.58185427,138,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140726.T,20.08928041,144,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140809.M,15.54648237,114,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140809.S,31.66986526,239,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140809.T,30.49486362,280,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140815.M,9.954953813,68,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140815.S,18.51787047,140,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140815.T,22.11923717,146,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140905.M,5.789333688,96,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140905.S,30.12462285,241,9.928330902,87.33333333,7.484458132,54.74027052
E1.15.Dip.heli.1.20140905.T,22.10305592,203,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Cau.furc.1.20140801.DS,20.29743702,148,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Cau.furc.1.20140801.M,13.84680763,61,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Cau.furc.1.20140801.S,13.66474646,83,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Cau.furc.1.20140801.T,16.60681231,87,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.lame.1.20140905.M,6.982380454,104,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.lame.1.20140905.S,5.604464793,92,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.lame.1.20140905.T,6.300664962,96,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.mamm.1.20140728.M,5.613896076,64,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.mamm.1.20140728.S,3.38876202,30,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.mamm.1.20140815.M,13.48285404,100,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Ech.mamm.1.20140815.T,6.726764653,70,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.1.20140805.M,8.785885385,42,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.1.20140805.S,8.619650258,54,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.1.20140805.T,11.84218197,101,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.1.20140811.M,22.73338213,138,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.1.20140811.S,20.42554924,167,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.1.20140811.T,16.18896514,102,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.2.20140805.M,19.14631821,116,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.2.20140805.S,16.4840902,164,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Fav.sp.2.20140805.T,17.16463739,118,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Hyd.exes.1.20140803.M,6.898136966,47,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Hyd.exes.1.20140803.S,14.22909811,128,9.928330902,87.33333333,7.484458132,54.74027052
E1.17.Hyd.exes.1.20140803.T,5.977327478,53,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Lob.sp.1.20140730.M,9.208451302,114,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Lob.sp.1.20140730.S,18.24805177,113,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Lob.sp.1.20140730.T,3.105785074,48,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Lob.sp.1.20140809.M,15.77343316,130,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Lob.sp.1.20140809.S,25.61201134,199,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Lob.sp.1.20140809.T,22.86423919,166,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140724.M,2.819441825,63,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140724.S,19.51697275,141,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140814.M,8.593994057,70,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140814.S,5.939746446,55,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140814.T,5.856081932,48,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140815.M,6.87231036,71,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140815.S,4.938003569,66,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140815.T,2.82000567,63,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140905.M,10.34358476,121,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140905.S,14.76896393,108,9.928330902,87.33333333,7.484458132,54.74027052
E1.19.Sym.sp.1.20140905.T,18.2145025,109,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.pelt.1.20140814.M,10.99549594,51,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.pelt.1.20140814.S,9.316044332,95,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.pelt.1.20140814.T,18.84916737,143,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.reni.1.20140730.M,17.85621433,111,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.reni.1.20140730.S,19.4021336,164,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.reni.1.20140730.T,22.37739575,158,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.reni.1.20140814.M,17.44550898,113,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.reni.1.20140814.T,18.57108057,153,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.stel.1.20140805.M,16.06695795,87,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.stel.1.20140805.S,24.25977868,215,9.928330902,87.33333333,7.484458132,54.74027052
E1.2.Tur.stel.1.20140805.T,16.74300975,121,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.cyli.1.20140801.M,1.839832349,16,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.cyli.1.20140801.S,13.17673431,95,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.cyli.1.20140801.T,4.76915609,22,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.cyli.1.20140815.M,12.63970041,69,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.cyli.1.20140815.S,15.15986003,102,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.cyli.1.20140815.T,8.590756559,64,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140724.M,12.46258987,69,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140726.M,6.50520007,26,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140726.S,22.99478109,163,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140726.T,14.55308625,86,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140905.M,8.121457304,66,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140905.S,7.279610864,79,9.928330902,87.33333333,7.484458132,54.74027052
E1.3.Por.loba.1.20140905.T,22.72415331,147,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.rugo.1.20140728.M,6.150646008,53,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.rugo.1.20140728.S,2.454659536,38,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.rugo.1.20140728.T,4.879248722,52,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.rugo.1.20140814.M,19.43722737,159,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.rugo.1.20140814.S,17.62250902,150,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.rugo.1.20140814.T,1.449090155,18,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.spec.1.20140801.S,8.234977939,66,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.spec.1.20140801.T,1.973815256,33,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.spec.1.20140811.M,11.53488229,103,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.spec.1.20140811.S,1.861575643,21,9.928330902,87.33333333,7.484458132,54.74027052
E1.4.Pac.spec.1.20140811.T,4.003804879,52,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140728.M,20.0392211,145,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140728.S,20.43978649,145,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140728.T,21.23787495,155,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140807.M,13.49419895,86,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140807.S,8.138330667,63,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140807.T,11.08228024,68,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140814.M,15.43507016,161,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140814.S,13.97542277,124,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140814.T,23.37667894,172,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140905.M,12.21930647,90,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140905.S,25.77188411,226,9.928330902,87.33333333,7.484458132,54.74027052
E1.5.Gal.astr.1.20140905.T,32.14261739,247,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Acr.humi.1.20140731.M,5.809849034,72,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Acr.humi.1.20140731.S,2.973811995,47,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Acr.humi.1.20140731.T,1.250186309,24,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Acr.sp.1.20140905.M,3.334888086,89,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Acr.sp.1.20140905.S,1.909196687,51,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Acr.sp.1.20140905.T,0.942101362,41,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Iso.pali.1.20140803.M,11.84767357,94,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Iso.pali.1.20140803.S,5.160832316,47,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Iso.pali.1.20140803.T,16.11705226,144,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Iso.pali.1.20140815.M,12.94027898,100,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Iso.pali.1.20140815.S,20.80748933,152,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Iso.pali.1.20140815.T,11.4137758,74,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Mon.hisp.1.20140807.M,1.671211221,28,9.928330902,87.33333333,7.484458132,54.74027052
E1.6.Mon.hisp.1.20140807.S,3.326951809,30,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.sp.1.20140905.M,5.416127013,89,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.sp.1.20140905.S,10.80506307,111,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.sp.1.20140905.T,12.73566058,82,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.vari.1.20140805.M,14.29180841,83,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.vari.1.20140805.S,14.94672045,146,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.vari.1.20140805.T,18.03027822,110,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.vari.1.20140815.M,9.77361607,96,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.vari.1.20140815.S,18.2093773,135,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.vari.1.20140815.T,20.49807513,145,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.veno.1.20140809.M,16.75932026,120,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.veno.1.20140809.S,21.8425963,149,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.veno.1.20140809.T,10.02055048,63,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.veno.1.20140811.M,16.11112532,112,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.veno.1.20140811.S,24.44419834,191,9.928330902,87.33333333,7.484458132,54.74027052
E1.7.Pav.veno.1.20140811.T,20.28543885,118,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Poc.dami.1.20150630.M,4.894420277,62,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Poc.dami.1.20150630.T,0.908030997,23,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Sty.pist.1.20150630.M,2.803537731,63,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Sty.pist.1.20150630.S,3.775995441,30,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Sty.pist.2.20150630.M,8.164717296,104,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Sty.pist.2.20150630.T,0.884349058,18,9.928330902,87.33333333,7.484458132,54.74027052
E10.10.Sty.pist.3.20150630.M,1.300477127,37,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Fav.abdi.1.20150630.M,3.000756979,40,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Fav.abdi.1.20150630.S,9.394186819,50,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Fav.abdi.1.20150630.T,5.916519775,27,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Fav.abdi.2.20150630.M,3.403137337,50,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Fav.pali.1.20150630.S,4.331472865,43,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.1.20150629.M,11.11502,94,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.1.20150629.S,9.016196794,75,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.1.20150629.T,12.70139321,90,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.1.20150630.M,4.00066513,55,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.1.20150630.S,23.5489326,171,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.1.20150630.T,22.71148753,160,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.2.20150630.M,3.581646097,65,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.2.20150630.S,21.26564467,159,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Gon.favu.2.20150630.T,27.44176694,203,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Mon.curt.3.20150629.M,2.055904883,38,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Mon.curt.3.20150629.S,17.83574133,137,9.928330902,87.33333333,7.484458132,54.74027052
E10.17.Mon.curt.3.20150629.T,7.82179191,38,9.928330902,87.33333333,7.484458132,54.74027052
E10.Aca.hill.1.20150629.M,31.17177194,244,9.928330902,87.33333333,7.484458132,54.74027052
E10.Aca.hill.1.20150629.S,12.56066606,92,9.928330902,87.33333333,7.484458132,54.74027052
E10.Aca.hill.2.20150629.M,2.136811239,37,9.928330902,87.33333333,7.484458132,54.74027052
E10.Aca.hill.2.20150629.S,4.130845142,38,9.928330902,87.33333333,7.484458132,54.74027052
E10.Aca.hill.3.20150629.M,7.768836796,57,9.928330902,87.33333333,7.484458132,54.74027052
E10.Aca.hill.3.20150629.S,5.795746263,49,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.1.20150627.M,7.335788946,118,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.1.20150627.S,1.802520552,47,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.1.20150627.T,0.502843452,11,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.2.20150627.M,11.58746,139,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.2.20150627.S,4.778260817,63,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.2.20150627.T,2.979473102,26,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.3.20150627.M,4.220146434,62,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.3.20150627.S,1.803550232,35,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.cyth.3.20150627.T,0.964501101,14,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.1.20150627.M,9.798027826,98,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.2.20150627.M,11.89705958,84,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.2.20150627.S,6.134962656,53,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.2.20150627.T,5.445687741,33,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.3.20150627.M,5.201193714,65,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.3.20150627.S,3.93111734,44,9.928330902,87.33333333,7.484458132,54.74027052
E10.Acr.pali.3.20150627.T,13.20660947,100,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.1.20150628.M,3.658882245,22,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.1.20150628.T,9.77538038,81,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.2.20150628.M,3.01097199,56,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.2.20150628.S,18.24447232,115,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.2.20150628.T,19.97094138,129,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.3.20150628.M,6.326943357,72,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.3.20150628.S,9.93924577,89,9.928330902,87.33333333,7.484458132,54.74027052
E10.Alv.alli.3.20150628.T,26.94927782,221,9.928330902,87.33333333,7.484458132,54.74027052
E10.Cyp.micr.1.20150627.M,5.211701984,64,9.928330902,87.33333333,7.484458132,54.74027052
E10.Cyp.micr.1.20150627.T,6.95041649,47,9.928330902,87.33333333,7.484458132,54.74027052
E10.Cyp.sera.2.20150628.M,6.696649927,51,9.928330902,87.33333333,7.484458132,54.74027052
E10.Fav.abdi.1.20150629.M,8.677789535,33,9.928330902,87.33333333,7.484458132,54.74027052
E10.Fav.abdi.1.20150629.T,1.71017624,11,9.928330902,87.33333333,7.484458132,54.74027052
E10.Mon.curt.1.20150629.M,15.12378399,116,9.928330902,87.33333333,7.484458132,54.74027052
E10.Mon.curt.1.20150629.S,4.505817531,25,9.928330902,87.33333333,7.484458132,54.74027052
E10.Mon.curt.1.20150629.T,6.691704417,38,9.928330902,87.33333333,7.484458132,54.74027052
E10.Mon.curt.2.20150629.M,2.503731932,63,9.928330902,87.33333333,7.484458132,54.74027052
E10.Mon.curt.2.20150629.T,4.089996688,30,9.928330902,87.33333333,7.484458132,54.74027052
E10.Poc.dami.1.20150628.M,1.47025645,31,9.928330902,87.33333333,7.484458132,54.74027052
E10.Poc.dami.1.20150628.S,4.871332475,35,9.928330902,87.33333333,7.484458132,54.74027052
E10.Poc.dami.1.20150628.T,1.321738748,23,9.928330902,87.33333333,7.484458132,54.74027052
E10.Poc.dami.2.20150628.S,7.173094964,101,9.928330902,87.33333333,7.484458132,54.74027052
E10.Poc.dami.2.20150628.T,1.724270687,23,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.1.20150628.M,3.535208457,22,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.1.20150628.S,7.250413884,32,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.1.20150628.T,3.305669759,21,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.2.20150628.M,5.362714904,31,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.2.20150628.S,6.649731624,36,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.2.20150628.T,1.51312116,14,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.3.20150628.M,1.483767514,9,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.3.20150628.S,10.07952811,74,9.928330902,87.33333333,7.484458132,54.74027052
E10.Por.hero.3.20150628.T,3.624309865,18,9.928330902,87.33333333,7.484458132,54.74027052
E10.Ser.cali.1.20150627.M,1.362563475,37,9.928330902,87.33333333,7.484458132,54.74027052
E10.Ser.cali.2.20150627.M,6.777337475,38,9.928330902,87.33333333,7.484458132,54.74027052
E10.Ser.cali.3.20150627.M,10.50716358,95,9.928330902,87.33333333,7.484458132,54.74027052
E10.Sty.pist.1.20150628.M,4.757612904,44,9.928330902,87.33333333,7.484458132,54.74027052
E10.Sty.pist.1.20150628.S,4.967282485,57,9.928330902,87.33333333,7.484458132,54.74027052
E10.Sty.pist.1.20150628.T,1.966977641,32,9.928330902,87.33333333,7.484458132,54.74027052
E3.10.Sty.pist.1.20150124.M,3.492473465,56,9.928330902,87.33333333,7.484458132,54.74027052
E3.10.Sty.pist.1.20150127.M,9.804097444,106,9.928330902,87.33333333,7.484458132,54.74027052
E3.10.Sty.pist.2.20150124.M,3.588270739,54,9.928330902,87.33333333,7.484458132,54.74027052
E3.11.Fun.sp.1.20150125.M,9.689133573,175,9.928330902,87.33333333,7.484458132,54.74027052
E3.11.Fun.sp.1.20150125.T,11.88087851,63,9.928330902,87.33333333,7.484458132,54.74027052
E3.11.Fun.sp.1.20150127.M,5.253513445,45,9.928330902,87.33333333,7.484458132,54.74027052
E3.11.Fun.sp.1.20150127.T,12.57707451,108,9.928330902,87.33333333,7.484458132,54.74027052
E3.11.Fun.sp.2.20150125.M,6.160540743,129,9.928330902,87.33333333,7.484458132,54.74027052
E3.11.Fun.sp.2.20150125.T,8.230116969,63,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.1.20150125.M,9.109404914,105,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.1.20150125.S,1.778836309,27,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.1.20150129.M,6.131405205,75,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.1.20150129.S,9.132666765,58,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.1.20150129.T,0.974423676,13,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.2.20150125.M,9.428939616,84,9.928330902,87.33333333,7.484458132,54.74027052
E3.14.Phy.lich.2.20150125.S,18.88889442,120,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150105.M,2.157769306,57,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150105.S,21.08921399,155,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150105.T,18.66304327,117,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150106.M,6.643348447,58,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150106.S,31.31150164,247,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150106.T,23.01607328,184,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150118.M,9.871734543,89,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150118.S,4.48430844,29,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150118.T,9.322862614,84,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150119.M,4.672849828,95,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150119.S,12.74776555,78,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150120.M,5.349996849,71,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150120.S,20.27110215,150,9.928330902,87.33333333,7.484458132,54.74027052
E3.15.Dip.heli.1.20150120.T,13.24704004,56,9.928330902,87.33333333,7.484458132,54.74027052
